0 0 7 0
1 0 4 0
2 0 2 1
3 1 7 1
4 3 7 0
5 2 11 0
6 1 15 0
7 2 18 4
8 4 29 2
9 1 22 1
10 5 23 4
11 2 36 5
12 3 29 9
13 8 33 3
14 9 49 7
15 5 49 8
16 17 49 11
17 13 61 8
18 15 61 12
19 19 85 18
20 17 84 13
21 18 102 22
22 18 129 24
23 17 190 16
24 26 341 25
25 24 189 24
26 34 171 18
27 20 171 30
28 38 161 25
29 32 160 34
30 41 174 50
31 30 183 28
32 43 177 35
33 61 222 39
34 41 200 46
35 49 216 48
36 52 273 55
37 57 265 54
38 55 261 48
39 61 260 66
40 89 252 61
41 80 257 65
42 77 276 74
43 84 289 78
44 94 305 75
45 81 333 85
46 118 281 94
47 106 313 116
48 116 357 90
49 139 338 106
50 148 368 121
51 157 373 120
52 167 413 138
53 146 367 136
54 154 398 123
55 163 364 122
56 185 403 129
57 191 421 142
58 202 422 178
59 187 394 183
60 206 431 183
61 215 406 203
62 238 428 225
63 236 421 235
64 231 484 251
65 218 440 241
66 245 457 313
67 265 497 350
68 276 469 296
69 289 447 364
70 268 494 353
71 289 488 382
72 306 501 401
73 282 530 373
74 301 489 420
75 321 506 424
76 353 520 436
77 341 538 472
78 332 531 464
79 339 541 485
80 342 564 446
81 366 599 478
82 390 564 467
83 352 518 462
84 348 551 478
85 357 501 455
86 393 528 466
87 376 562 467
88 419 532 464
89 405 512 449
90 417 519 438
91 420 522 484
92 415 484 431
93 411 480 458
94 409 491 467
95 394 459 482
96 392 512 440
97 427 450 487
98 438 480 481
99 435 479 464
100 439 468 497
101 399 456 485
102 420 499 471
103 484 416 477
104 471 457 473
105 453 464 466
106 452 424 494
107 488 446 491
108 473 445 456
109 490 408 443
110 478 417 463
111 474 452 534
112 489 426 449
113 507 418 438
114 494 427 472
115 521 395 478
116 507 431 478
117 457 407 455
118 450 370 461
119 530 400 448
120 480 422 439
121 455 363 449
122 472 384 500
123 438 352 486
124 469 384 466
125 490 362 479
126 506 346 448
127 434 339 473
128 460 328 433
129 479 314 465
130 464 380 464
131 513 331 475
132 457 325 476
133 460 322 441
134 488 341 435
135 470 318 451
136 485 344 461
137 478 314 436
138 444 289 478
139 452 266 444
140 501 284 447
141 469 282 506
142 440 275 456
143 484 285 467
144 452 252 434
145 499 247 444
146 437 270 473
147 454 265 462
148 419 233 452
149 471 249 446
150 444 276 465
151 456 238 407
152 423 256 427
153 438 239 459
154 421 236 440
155 428 212 405
156 415 224 418
157 421 248 444
158 371 176 465
159 369 207 444
160 385 212 404
161 385 212 423
162 375 197 412
163 394 193 465
164 393 178 430
165 351 199 399
166 332 187 430
167 326 176 425
168 345 182 381
169 337 182 410
170 303 166 436
171 308 178 375
172 332 143 394
173 299 177 443
174 308 159 381
175 311 139 377
176 306 138 403
177 283 137 411
178 258 138 413
179 237 138 473
180 246 123 466
181 272 121 532
182 269 127 478
183 261 111 437
184 248 114 453
185 250 123 414
186 250 105 479
187 223 129 450
188 220 89 478
189 222 96 439
190 231 87 442
191 215 81 438
192 215 105 433
193 215 98 435
194 191 84 450
195 192 80 418
196 213 79 376
197 171 81 341
198 187 85 329
199 172 66 298
200 169 81 242
201 148 86 243
202 156 79 208
203 141 91 188
204 164 80 168
205 152 90 173
206 143 78 154
207 164 101 110
208 146 93 85
209 130 83 88
210 151 104 70
211 140 96 43
212 149 111 32
213 139 124 37
214 133 137 23
215 110 149 15
216 129 152 11
217 133 190 7
218 133 205 3
219 145 230 4
220 130 215 1
221 149 230 2
222 139 245 0
223 156 271 0
224 132 278 1
225 133 246 2
226 130 258 0
227 155 291 0
228 138 273 1
229 128 284 0
230 144 272 0
231 180 278 0
232 179 245 0
233 190 211 0
234 222 201 0
235 216 188 0
236 251 185 0
237 267 190 0
238 281 250 0
239 317 547 0
240 323 290 0
241 333 209 0
242 359 130 0
243 387 110 0
244 384 52 0
245 297 16 0
246 335 14 0
247 611 3 0
248 241 0 0
249 47 0 0
250 6 0 0
251 3 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
