0 342 343 343
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0 1 0
10 0 6 0
11 0 2 0
12 0 7 0
13 0 12 0
14 0 10 0
15 0 14 0
16 0 17 0
17 0 16 0
18 0 5 0
19 0 31 0
20 0 32 0
21 0 18 0
22 0 18 0
23 0 43 0
24 0 44 0
25 0 51 0
26 0 76 1
27 0 80 0
28 0 111 0
29 0 101 0
30 3 106 0
31 3 112 1
32 4 111 5
33 17 148 8
34 18 150 15
35 18 132 28
36 36 142 22
37 45 173 19
38 40 171 24
39 34 198 23
40 34 225 27
41 21 247 25
42 26 261 23
43 28 251 43
44 28 261 50
45 46 279 44
46 47 266 57
47 58 273 49
48 64 297 49
49 81 282 74
50 100 299 64
51 85 325 59
52 103 343 90
53 92 357 79
54 94 384 85
55 96 403 102
56 111 394 108
57 133 417 121
58 148 426 128
59 137 427 139
60 154 452 137
61 174 456 106
62 164 442 116
63 171 448 160
64 225 514 217
65 203 492 205
66 245 529 236
67 280 599 236
68 316 547 289
69 290 614 350
70 322 615 374
71 313 663 362
72 313 700 390
73 281 718 422
74 288 756 407
75 302 677 420
76 312 680 381
77 343 730 389
78 308 724 404
79 323 728 410
80 343 719 418
81 341 676 419
82 384 666 439
83 375 687 432
84 464 671 430
85 424 689 466
86 469 649 431
87 520 681 465
88 518 655 460
89 517 650 502
90 538 631 488
91 538 533 510
92 542 594 479
93 593 574 521
94 590 586 532
95 607 559 499
96 589 547 567
97 572 516 569
98 559 560 578
99 554 515 537
100 567 559 554
101 552 504 588
102 533 558 627
103 513 552 621
104 522 511 624
105 506 514 642
106 528 537 604
107 554 474 604
108 539 476 648
109 507 479 592
110 577 504 631
111 587 452 602
112 578 455 609
113 606 456 627
114 553 473 623
115 583 430 656
116 545 394 650
117 528 436 664
118 542 388 614
119 487 428 604
120 511 388 653
121 524 381 603
122 483 414 611
123 509 376 550
124 528 404 610
125 534 398 585
126 542 318 563
127 534 385 560
128 510 380 539
129 517 337 573
130 497 382 553
131 480 366 520
132 488 366 566
133 526 367 546
134 490 347 566
135 509 323 603
136 481 310 607
137 506 302 587
138 454 292 560
139 481 261 569
140 487 258 536
141 531 268 550
142 515 270 507
143 550 282 538
144 558 235 542
145 550 253 544
146 542 265 567
147 600 208 531
148 524 237 534
149 538 237 543
150 576 220 561
151 548 244 552
152 490 222 570
153 500 253 535
154 481 230 558
155 451 190 562
156 427 196 576
157 414 177 545
158 401 192 505
159 393 166 539
160 391 167 488
161 375 147 460
162 352 174 446
163 309 127 469
164 328 118 440
165 242 134 367
166 276 116 371
167 267 130 359
168 290 110 309
169 282 114 353
170 258 113 344
171 281 106 307
172 231 104 294
173 258 100 286
174 228 94 313
175 211 98 303
176 197 94 284
177 188 112 285
178 180 81 292
179 208 87 345
180 165 84 322
181 164 73 372
182 181 65 280
183 175 60 265
184 184 57 269
185 217 67 269
186 188 66 269
187 175 51 317
188 164 41 334
189 148 39 437
190 154 39 410
191 148 41 414
192 139 48 362
193 143 50 326
194 133 43 299
195 117 47 251
196 124 61 187
197 125 57 169
198 104 60 136
199 109 63 112
200 99 62 77
201 110 64 54
202 124 69 19
203 111 62 7
204 124 80 3
205 116 76 0
206 108 90 0
207 118 107 0
208 133 114 0
209 124 132 0
210 144 129 0
211 128 175 0
212 122 185 0
213 131 230 0
214 139 232 0
215 129 230 0
216 112 288 0
217 134 261 0
218 142 354 0
219 147 319 0
220 136 340 0
221 119 370 0
222 138 391 0
223 155 354 0
224 133 328 0
225 157 284 0
226 152 260 0
227 143 218 0
228 175 222 0
229 164 231 0
230 209 226 0
231 196 186 0
232 237 148 0
233 292 125 0
234 301 139 0
235 336 119 0
236 333 116 0
237 377 107 0
238 407 53 0
239 477 2 0
240 432 0 0
241 362 0 0
242 241 0 0
243 208 0 0
244 159 0 0
245 50 0 0
246 0 0 0
247 0 0 0
248 0 0 0
249 0 0 0
250 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
